post_title,post_name,description,sku,images,post_parent,comment_status,downloadable,virtual,post_status,visibility,stock_status,backorders,manage_stock,meta:brand,meta:ean_number,regular_price,sale_price,weight,tax_status,gpf:brand,gpf:mpn
York Active 110 Exercise Cycle,york-active-110-exercise-cycle,"Flywheel: 4kg (8.8lbs)
Resistance: 8 levels of magnetic resistance
Console: 3.5” LCD display
Console Feedback: Time, speed, distance, calories
Seat: Large, padded seat with adjustable height
Handlebars: Angle adjustment
Pedals: Standard pedals with straps
Transport Wheels: Yes
Dimensions: Length=85cm (33.5""), Width=48.5cm (19.1""), Height=122.5cm (48.2"")
Maximum User Weight: 120kg (265lbs)
Product Weight: 21kg (46lbs)
Power Supply: Battery powered
Warranty: 1 year parts and labour",53061,53061-active-110-cycle-front34.jpg | 53061-active-110-cycle-rear34.jpg | 53061-active-110-cycle-side-on.jpg | 53061-actove-110-cycle-console.jpg,1,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,,,,,York Fitness,
York Active 120 Exercise Cycle,york-active-120-exercise-cycle,"Flywheel: 7kg (15.4lbs)
Resistance: 16 levels of magnetic resistance
3-piece crank system
Console: 5.75’’ LCD display
Feedback: speed/rpm, time elapsed, distance covered, theoretical calorie burn, watts/energy expended and heart rate
Programmes: 18 (12 pre-set, 4 HRC, 1 user, 1 manual)
Heart Rate Measurement: Hand pulse sensors
Handlebars: Adjustable
Seat: Adjustable padded seat (height and reach)
Pedals: Standard self-levelling pedals with straps
Bottle holder: Yes
Transport Wheels: Yes
Power Supply: Mains powered
Dimensions: Length=91cm (35.8”), Width=50cm (19.7”), Height=130cm (51.2”)
Max user weight: 110kg (242lbs)
Product weight: 30kg (66lbs)
Warranty: 1 year parts and labour",53062,53062-active-120-cycle-console.jpg | 53062-active-120-cycle-front34.jpg | 53062-active-120-cycle-front34-low.jpg,2,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,,,,,York Fitness,
York Perform 210 Exercise Cycle,york-perform-210-exercise-cycle,"Resistance: 32 levels of magnetic resistance
Crank System: 3 piece crank system
Maximum User Weight: 150kg
Flywheel: 7kg
Ergometer: Class A rated ergometer
CONVENIENCE:
Wheels: For ease of movement
Seat: Adjustable padded seat – height and reach
Pedals: Standard self levelling pedals with pedal straps for foot stability
Handlebars: Adjustable
Holder: Drink bottle holder
PROGRAMS: 19 (12 pre-set programs, 4 HRC, 1 watt, 1 user, 1 manual)
INTERFACE:
Sensors: Hand pulse sensors
Display: 5.75’’ - 3 colour LCD display with blue backlight
Power: Mains powered
Home Use Warranty: 12 months parts and labour - increasing to 24 months when the customer registers their warranty online with York, as per user manual",53063,53063-6700-perform-210-cycle-and-floor-guard.jpg | 53063-perform-210-cycle-console.jpg | 53063-perform-210-cycle-front-34.jpg | 53063-perform-210-cycle-rear34.jpg | 53063-perform-210-cycle-side-on.jpg,3,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,,,,,York Fitness,
York Perform 220 Exercise Cycle,york-perform-220-exercise-cycle,"Flywheel: 7kg (15lbs)
Self generating power - no plugs
Resistance: 32 levels of computer controlled magnetic resistance
Console: 5.5"" 3-colour LCD
Programmes: 19 (1 manual, 12 pre-set, 4 HRC, 1 watt, 1 user-defined)
User Profiles: 4
Heart Rate Measurement: handgrip sensors
Seat: Fore and aft adjustable; large, padded seat
Handlebars: adjustable
Dimensions: Length= 107cm (42”), Width= 52cm (20.5”), Height= 147cm (58”)
Maximum user weight: 150kg (330lbs)
Product Weight: 35.5kg (78lbs)
Transportation: transportation wheels
Warranty: 2 years (must be registered with York Fitness within 14 days to get the 2nd year)",53064,53064-perform-220-cycle-console.jpg | 53064-perform-220-cycle-front-34.jpg | 53064-perform-220-cycle-rear-34.jpg | 53064-perform-220-cycle-side-on.jpg,4,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,,,,,York Fitness,
York Excel 310 Exercise Cycle,york-excel-310-exercise-cycle,"32 levels of electro-magnetic resistance..
Watt range from 0 to 350.
3 piece crank system.
130kg max user weight.
13.5kg flywheel.
Class A rated ergometer.
CONVENIENCE
Self generating power – no plugs.
Wheels for easy transportation.
Large gel padded height & reach adjustable seat. 
Adjustable handlebars forward and back.
Standard self levelling pedals.
Pedal straps for foot stability.
Drink bottle holder.
PROGRAMS
18 (12 pre-set programs, 4 HRC, 1 user, 1 manual).
INTERFACE
Hand pulse sensors.
5.75’’ – 2 colour LCD and blue backlight.",53065,53065-excel-310-cycle-console.jpg | 53065-excel-310-cycle-front34.jpg | 53065-excel-310-cycle-rear34.jpg | 53065-excel-310-cycle-side-on.jpg,5,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,,,,,York Fitness,
York STS Double Bar Holders for Power Rack & Multifunction Rack (Pair),york-sts-double-bar-holders-for-power-rack-multi-function-rack-pair,"A fully welded bar holder with replaceable wear guards.
Made from 12mm thick steel and finished in black powder coat finish.
Easy mount and move feature allows a strong stable hooking system.
Item weight 11kg per pair.",54001,54001-double-bar-holders-pair.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,149.99,,11.25,taxable,York Fitness,
York STS Technique Scoops for College and Half Rack (Pair),york-sts-technique-scoops-for-college-and-half-rack-pair,"To fit 55009 York Half Rack and 55051 Collegiate Rack.
Made from 5mm thick steel and finished black powder coat paint finish.
Sold in pairs.
Item weight 88kg",54010,54010-54002-technique-scoops.jpg | 54010-half-rack-technique-scoops.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961540109,419.99,,86.4,taxable,York Fitness,14961540109
York STS Safety Spot Bars College and Half Rack (pair),york-sts-safety-spot-bars-college-and-half-rack-pair,"To fit Half rack 55009.
A fully welded safety spot arm with replaceable wear guards
Made from 52mm steel and 12mm steel, finished in crinkle black powder coat paint
Item weight 19kg.",54011,54011-54003-safety-spot-arm.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,169.99,,18.9,taxable,York Fitness,
York STS Dip Attachment for College and Half Rack,york-sts-dip-attachment-for-college-and-half-rack,"To fit Half rack 55009.
The fully welded 12mm steel plate and 40mm rounded steel create’s an attachment that can be used by any size athlete.
The Dipping arms are angled from narrow to wider hand spacing
Item weight 25kg.",54013,54013-54005-dip-attachment.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,142,,25,taxable,York Fitness,
"York Solid Oak 8"" X 6"" Free Standing Platform",york-solid-oak-8-inch-x-6-inch-free-standing-platform,"A 12-gauge steel formed 4-piece framework surrounds the platforms via bolt fixings.
Can be either free-standing or added to a lifting rack by way of a 105cm wide, transition insert.
All platforms can be customised by way of vinyl graphics being applied to the oak prior to varnishing.
Optional Ramp available for easy transport of the Multi-Function Bench on and off the platform.
Item weight 151kg.",54230,54230-54235-solid-oak-platform.jpg | ,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,899.99,,100,taxable,York Fitness,
York Solid Oak Insert for Power Rack and Multi-Function Rack,york-solid-oak-insert-for-power-rack-and-multi-function-rack,"Item weight 58kg.
Solid Oak Insert used on the middle section of our Lifting platforms, and crafted for a bespoke fit to the York STS Racks.
Custom logo can be requested before Varnish finish. 
The Insert can use used on its own to create a true lifting surface for your STS Rack or used in conjunction with one of the 8ft x 6ft Modular Platform to enhance the look & function of your lifting area.",54250,54250-54252-insert.jpg | 54250-insert-for-multifunction-rack.jpg | 54250-insert-mf-and-pr.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961542509,319.99,,100,taxable,York Fitness,14961542509
York Solid Oak Insert for Half Rack (college?),york-solid-oak-insert-for-half-rack-college,"Item weight 33kg.
Solid Oak Insert used on the middle section of our Lifting platforms, and crafted for a bespoke fit to the York STS Racks.
Custom logo can be requested before Varnish finish. 
The Insert can use used on its own to create a true lifting surface for your STS Rack or used in conjunction with one of the 8ft x 6ft Modular Platform to enhance the look & function of your lifting area.",54252,54252-insert-half-rack.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961542523,299.99,,33,taxable,York Fitness,14961542523
"York 3"" Stackable Set-Up Plyo Box",york-3-inch-stackable-set-up-plyo-box,"Fixed size of 60cm x 60cm square.
Size 3” (76mm)
Item weight 10kg.",54256,54256-3-plyo-box.jpg | 54256-54259-plyo-boxes.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961542561,149.99,,11.4,taxable,York Fitness,14961542561
"York 6"" Stackable Set-Up Plyo Box",york-6-inch-stackable-set-up-plyo-box,"Fixed size of 60cm x 60cm square.
Size 6” (152mm).
Item weight 15kg.",54257,54257-6-plyo-box.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961542578,164.99,,18.6,taxable,York Fitness,14961542578
"York 12"" Stackable Set-Up Plyo Box",york-12-inch-stackable-set-up-plyo-box,"Fixed size of 60cm x 60cm square.
Size 12” (304mm).
Item weight 21kg.",54258,54258-12-plyo-box.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961542585,190,,27.7,taxable,York Fitness,14961542585
York Stackable Scooped Technique Box,york-stackable-scooped-technique-box,"The technique box has a moulded bevelled scoop to cradle an Olympic sized plate such as the York Solid Rubber Training Plate. 
This will centre the bar and weight every time.
Fixed size of 60cm x 60cm square.
Size 6” (152mm).
Item weight 17kg.",54259,54259-sp-technique-box.jpg | 54259-technique-plyo-box.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961542592,179.99,,20.5,taxable,York Fitness,14961542592
York STS Multi-Functional Bench (for Rack Stringers),york-sts-multi-functional-bench-for-rack-stringers,"Multi adjustable bench.
The back/seat adjusts from 0, 30, 40, 65 to 85 degrees of incline.
York’s unique passive lock system for maximum stability.
6 position depth adjuster.
The tapered 260mm-215mm x 420mm Seat Pad has a 3 position incline setting.
2 large built in spotting platforms, 2 x impact resistant wheels with self-lubricating bearings for mobility, 2 x rubber grip, lift handles further enhance the benches mobility
The Boltaflex upholstery is 52mm thick, high density foam, mounted on to 19mm plywood back.
Item weight 57kg",55004,55004-multifunction-bench-adjust1.jpg | 55004-multifunction-bench-adjust3.jpg | 55004-multifunction-bench-flat2.jpg | 55004-multifunction-bench-rear2.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,359.99,,57.15,taxable,York Fitness,
York STS Power Rack,york-sts-power-rack,"The York STS power rack offers simple design, self-spotting capability and optional attachments making it a favourite among athletes and coaches. Users can develop the entire core primary and secondary strength while exercising from both inside of the rack and from its outer front side using optional accessories such as reverse technique scoops and double bar holders. Both the front and rear uprights have stainless steel hook-plates that feature safety slot design to prevent unintentional disengagement of the bar holder. Additionally, the rear upright and front uprights are adjustable to 19 positions in 7.6cm (3”) increments to accommodate a wide range of users. The rack is finished in highly durable, scratch resistant, electrostatic powder coat paint to maximize its sturdiness. 1x combo grip pull-up bar – 28mm (1.1”) knurled solid cold rolled steel bar with 135-degree V-shape in the centre for additional grip options, set at a height of 243.8cm (8ft)
2x double bar holders – fully welded with replaceable plastic wear guards (with holders on both sides so that bars can be used on the interior and exterior of the front upright or just one bar off the rear upright)
2x welded vertical bar holders to the rear of the rack
12x weight storage pegs
2x interior safety spot bars – connected by hook-plate from front to rear upright
Inside dimension: Depth=71cm (27.9”), Width=107cm (42.1”)
Warranty: lifetime on the frame",55006,55006-54008-power-rack-stringer.jpg | 55006-54008-power-rack-stringer2.jpg | 55006-power-rack.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961550061,"1,319.99",,200.25,taxable,York Fitness,14961550061
York STS Half Rack,york-sts-half-rack,"The Half Rack accommodates for every option available, making it a coaches favourite in the weight room.
Space saving footprint is a contradiction to its multi-function
Enables athletes to perform all of the strength exercises requir by a coach/trainer safely and efficiently.
Stainless steel hook-plates - one pair, utilize a safety slot des to prevent unintentional disengagement of the bar holder.
Adjustable upright settings to 19 positions on 7.6cm (3”) cent increments accommodating a wide range of heights.
Finished in highly durable powder coat paint.
1 x Combo Grip Pull-up Bar, 28 mm knurled and solid cold ro steel bar with 135 degree v-shapein the center for additional grip options.
Set at a height of 243.8cm (8ft)
2 x Single Bar holders, which are fully welded with replaceable plastic wear guards.
Two welded vertical bar holders to the rear of the rack and 12 x weight storage pegs.
1x Bench stringer for use with the multi-function bench (see benches).
Item weight 175kg.",55009,55009-self-standing-half-rack.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961550092,"1,019.99",,175,taxable,York Fitness,14961550092
York STS Flat Bench,york-sts-flat-bench,"The Multi-use bench is suitable for the heavy dumbell workouts, due to its unrivalled build quality and comfort.
The 1 piece 270mm x 1030mm seat pad is fixed in place and reinforced by 2 extra steel supports for added strength.
The Boltaflex upholstery is 52mm thick high density foam, mounted on to 19mm plywood back.
Finished in highly durable, scratch resistant, electrostatic powder coat paint.
Item weight 25kg.",55026,55026-flat-bench2.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961550269,133,,24.75,taxable,York Fitness,14961550269
York STS Flat to Incline Bench,york-sts-flat-to-incline-bench,"The 320mm x 910mm back/seat adjusts from 0, 30, 40, 65, 80 to 90 degrees of incline. The pivot points of this support are lined by bronze bushes.
The tapered 260mm-215mm x 420mm Seat Pad has a 3 position incline to ensure comfort.
Wear guards on the top of the front base plate ensures it’s not damaged by dumbells or footwear.
Front mounted grab handle and rear mounted impact resistant wheels with self-lubricating bearings, allow this bench to be easily move around the gym.
The Boltaflex upholstery is 52mm thick, high density foam, mounted on to 19mm plywood back.
Item weight 47.7kg.",55027,55027-flat-incline-bench.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,274.99,,47.25,taxable,York Fitness,
York STS Seated Preacher Curl,york-sts-seated-preacher-curl,"Seat has 6 position adjustment.
The contoured foam padding places greater emphasis on the bicep by offering increased support under the arm and reducing body movement.
10mm thick polished chrome bar holders offer a large area to “rest” the bar on, but are close enough to the bench to allow full range of motion.
Durable powder coat finish.
Rubber anti-slip feet.
Item weight 59kg.",55031,55031-seated-preacher-curl.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,329.99,,58.5,taxable,York Fitness,
York STS Olympic Flat Bench Press with Gun Racks,york-sts-olympic-flat-bench-press-with-gun-racks,"The seat pad/upholstery is set at 430mm from the floor, this makes it ideal for all users and allows a firm planting of the feet, without over extending the lower back.
Seat pad is 1230mm x 265mm for added support. 
Large 610mm x 420mm non-slip spotting platform.
Non-slip rubber feet.
Dimensions with weight storage 153cm x 166xm x 150cm.
Item weight 72kg.",55041,55041-olympic-flat-bench-press1.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961550412,469.99,,94,taxable,York Fitness,14961550412
York STS College Rack,york-sts-college-rack,"Review: York STS College Rack is a classed as a full commercial product by York Fitness, it's designed to perfectly match up with the full range of STS rack accessories including safety arms, scoop blocks, multi-functional bench etc. While not being a direct equivalent of either our Gym-Equip our GymRatZ range it is far more suited to the commercial training environment than many other brands which are only suited to domestic / light commercial gyms such as hotels etc as used by non-paying clients. 

So what is it about this College rack that we like? For a start it's good looking. The uprights and, built-in bar holder taking 2 x Olympic bars (upright) Optional safety rails for squats, bench/shoulder press etc.

The large array of add-on accesories that fit all the York STS Racks so plenty of versatillity and multi-station performance but the STS College Rack incorporates the bench stringer that allows the York Multi-Functional Bench to be locked perfectly into the rack for bench work.

So what do York say about their Multi-Function Rack?

""This is a UK designed product, based upon our customer's needs.  We have taken note from our customers that space is a premium and ceiling height in modern and older buildings can restrict the introduction of a squat rack or technical development of Olympic Lifting.

On the STS College Rack we have utilised the stainless steel front mounted hook plate system as used on our STS Half Rack. This allows the usage of the STS Attachments such as the Spot Arms, Dip and Technique Scoops to increase the functionality of this compact rack.


The College Rack has smaller foot print that the Half Rack, which will make it a firm favorite with Schools, Colleges, Universities and the general Health & Fitness market.

The Collegiate Rack, when used with the Multi-Function Bench, can be used for Flat/Incline Bench Press, Shoulder Press and with the spot arms in situe, squats can be performed safely.""

More specifics of the York STS College Rack as follows:

2 x Single Barbell storage to the rear
Bench stringer for use with the Multifunction Bench
Frames carry a lifetime guarantee
Finished in highly durable, scratch resistant, electrostatic powder coat paint. This is baked in a temperature controlled oven to completely cure and maximise the durability of the platinum sparkle finish.",55051,55051-york-sts-collegiate-rack.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,550,,100,taxable,York Fitness,
York STS Glute Hamstring Machine,york-sts-glute-hamstring-machine,"Easy horizontal glide foot holder adjustment.
Vertical pelvic adjustment to accommodate length of torso.
Giant Glute and Pelvic rollers for body weight support.
Additional arm supports for assisted flexions and rotations.
Wide base for added stability.
Rubber feet to minimise machine movement.
Durable powder coat finish.
Item weight 104.5kg",55053,55053-commercial-glute-hamstring-machine-1.jpg | 55053-commercial-glute-hamstring-machine-2.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961550535,629.99,,104.5,taxable,York Fitness,14961550535
York Perform 210 Rower,york-perform-210-rower,"Maximum user weight: 120kg (264.5lbs)
Flywheel Weight: 6kg (13lbs)
Resistance: 8 levels of Manual magnetic resistance
Console feedback: workout time, stroke count, calories, cumulative stroke for all workouts
Product weight: 40.5kg (89lbs)
Trail length: 113cm - steel
Power: Battery
Dimensions (in use): length: 69, 3 in.(176cm), width: 20,8” (53cm), height: 31,8” (81 cm)
Warranty: 2 years (must be registered with York Fitness within 14 days to get the 2nd year)",56016,56016-perform-210-rower-console1.jpg | 56016-perform-210-rower-console2.jpg | 56016-perform-210-rower-front34.jpg | 56016-perform-210-rower-rear34.jpg | 56016-perform-210-rower-side-on.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961560169,349.99,,40.5,taxable,York Fitness,14961560169
York Excel 310 Rower,york-excel-310-rower,"Flywheel: 6kg (13 lbs)
Resistance: 16 levels of computer controlled magnetic resistance
Trail Length: 113cm (44.5”)
Console: 5.75” LCD display
Console Feedback: Time, SPM, Distance, Calories, Strokes, Recovery Calendar, Temperature and Clock.
Programmes: 24 (including 4 HRC, 1 user and 1 race)
Heart Rate Measurement: Built-in wireless receiver (chest strap transmitter optional)
Foldable: yes
Dimensions (in use): Length= 176cm (69.3”), Width=53cm (20.8”), Height=81cm (32”)
Dimensions (folded): Length=72cm (28.3”), Width=53cm (20.8”), Height=148cm (58.2”)
Max. User Weight: 120kg (264.5 lbs)
Foot Rest: Large padded foot plates
Seat: Padded seat
Power Supply: Mains
Warranty: 2 years (must be registered with York Fitness within 14 days to get the 2nd year)",56017,56017-excel-310-rower-console.jpg | 56017-excel-310-rower-folded.jpg | 56017-excel-310-rower-front-34.jpg | 56017-excel-310-rower-rear-34.jpg | 56017-excel-310-rower-side-on.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961560176,449.99,,39.6,taxable,York Fitness,14961560176
York 8' Skip rope,york-8-skip-rope,"The York skip rope incorporates sealed bearings ensuring a smooth spin and is 8ft (244cm) long. This lightweight rope is supplied with ergonomically designed soft foam handles to guarantee a firm and comfortable grip. It is perfect for improving co-ordination, rhythm and stamina. Length: 8ft (244cm)
Ergonomically designed soft foam handles
Comfortable grip
Sealed bearings for a smooth rope spin",60002,60002-8ft-skip-rope.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600025,5.99,,0.19,taxable,York Fitness,14961600025
York Leather skip rope,york-leather-skip-rope,"The York leather skip rope is perfect for improving muscle tone, co-ordination and stamina. It is manufactured from leather and comes with ergonomically designed soft foam handles for a comfortable grip. This lightweight, 8.5’ (259cm) skipping rope features precision sealed bearings for a smooth and fast spin. Genuine leather skipping rope
Lightweight
Length: 8.5’ (259cm)
Ergonomically designed soft foam handles
Precision sealed bearings for a smooth, fast spin",60004,60004-leather-skip-rope.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600049,13.99,,0.22,taxable,York Fitness,14961600049
York Sit Up Bar,york-sit-up-bar,"The York sit up bar is an excellent training tool that is designed for home usage. The bar is very durable and can be easily attached to any door base. It has an adjustable bar position for the maximum comfort of using and is ideal for working the abdominal muscles. The bar is very easy to use and suitable for exercises such as sit ups and crunches. Can be easily attached to any door base
3-position foot height adjustment
Padded bar for enhanced comfort
Perfect for working the abs
Suitable for home usage
Weight: 1kg (2.2lbs)",60009,60009-sit-up-bar-2.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600094,16.99,,0.98,taxable,York Fitness,14961600094
York Exercise wheel,york-exercise-wheel,"The York exercise wheel weighs only 0.5kg (1.1lbs) and is a great exercise tool suitable for home usage. It is very easy to use and helps to strengthen the core muscles in order to decrease the risk of injury. It also tones the abs, thighs and arms. The wheel effectively works the muscles of the lower back and improves breathing by strengthening the abdominal muscles.Anti-slip rubber tread diameter roller
Smooth rotation
Padded handles for enhanced comfort
Firms and tones the abs, arms and thighs
Easy to use
Perfect for home usage
Weight: 0.5kg (1.1lbs)",60010,60010-exercise-wheel.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600100,10,,0.52,taxable,York Fitness,14961600100
York Soft ankle/wrist weights - 2 x 0.5kg,york-soft-ankle-wrist-weights-pair-0-5kg,"The York soft ankle and wrist weights add extra resistance to each workout and are an effective way to strengthen the arms and legs. They weigh 0.5kg (1.1lbs) and can be easily adjusted thanks to the Velcro strap. These soft and comfortable weights are supplied as a pair. Soft and comfortable
Weight: 2x 0.5kg (1.1lbs)
Adjustable Velcro strap
An effective way to strengthen the arms and legs
Supplied as a pair",60024,60024-ankle-weight-purple.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600247,13,,1.06,taxable,York Fitness,14961600247
York Soft ankle/wrist weights - 2 x 1kg,york-soft-ankle-wrist-weights-pair-1kg,"The York soft ankle and wrist weights 2 x 1kg (2.2lbs) are excellent training tools as they add extra intensity to the workout, which leads to better performance. These soft and comfortable weights are perfect for burning calories, enhancing cardiovascular strength and making the heart and lungs work harder. They can also be used during everyday activities. The weights are suitable for home usage and are great for strengthening arms and legs. In addition, they can be easily adjusted to ensure a secure and comfortable fit. Soft and comfortable
Perfect fit
Buckle and Velcro adjustment
Ideal for strengthening arms and legs
Usage: home
Weight: 2 x 1kg (2.2lbs)
Sold as pairs",60025,60025-ankle-weight-black.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600254,17.99,,2.07,taxable,York Fitness,14961600254
York Soft ankle/wrist weights - 2 x 1.5kg,york-soft-ankle-wrist-weights-pair-1-5kg,"The York soft ankle and wrist weights 2 x 1.5kg (3.3lbs) can be used during everyday activities and are easily adjustable to ensure a perfect fit. These soft and comfortable weights are designed for home usage and not only help to burn more calories and enhance cardiovascular strength, but also make the heart and lungs work harder. They add extra resistance to each workout leading to enhanced performance and can be used either alone or with different types of fitness equipment. Ideal for strengthening arms and legs
Soft and comfortable
Perfect fit
Buckle and Velcro adjustment
Usage: Home
Weight: 2 x 1.5kg (3.3lbs)
Sold as pairs",60026,60026-ankle-weight-blue.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600261,22.99,,3.1,taxable,York Fitness,14961600261
York Soft ankle/wrist weights - 2 x 2kg,york-soft-ankle-wrist-weights-pair-2kg,"The York soft ankle and wrist weights 2 x 2kg (4.4lbs) are ideal for the athletes who want to add more resistance to their workout and achieve more strength and agility. The weights can be easily adjusted to ensure a secure fit and are designed for home usage. They are great for burning calories, enhancing cardiovascular strength and making the heart and lungs work harder, as well as for strengthening arms and legs. Ideal for strengthening arms and legs
Soft and comfortable
Perfect fit
Buckle and Velcro adjustment
Usage: Home
Weight: 2 x 2kg (4.4lbs)
Sold as pairs",60027,60027-ankle-weight-turq.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600278,26.99,,4.1,taxable,York Fitness,14961600278
York Soft handgrips - Strong,york-soft-handgrips-strong,Strengthen your grip and tone your forearms. With spring coil resistance and soft foam handles for a comfortable grip.,60029,60029-hand-grips-strong.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600292,7.99,,0.27,taxable,York Fitness,14961600292
York Soft handgrips - Extra strong,york-soft-handgrips-extra-strong,"The York soft hand grips - extra strong offer spring coil resistance and feature easy grip handles optimising your hold for a better feel. The hand grips are ideal for toning forearms, as well as for improving hands and wrists strength. In addition, they are suitable for home usage and utilise soft foam handles to ensure maximum comfort while exercising. Extra strong hand grips
Perfect to strengthen the grip and tone the forearms
High Tensile Spring Steel
Soft foam handles for comfortable grip
Anti-slip Ergo design
Usage: Home
Sold in pairs",60030,60030-hand-grips-ex-strong.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600308,10,,0.36,taxable,York Fitness,14961600308
York Doorway chinning bar,york-doorway-chinning-bar,The York Doorway Chinning Bar turns a standard door frame into a workout station.,60033,60033-chinning-bar-v1.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600339,17.35,,1.66,taxable,York Fitness,14961600339
York Push up stands,york-push-up-stands,"York Push up stands are strong yet lightweight stands with soft foam grips specially designed to allow a deeper push up for increased muscle development. Strong but lightweight push up stands with soft foam grips.
Specially designed to allow a deeper push up for increased muscle development.
Stable, non-slip design.
Price includes both stands.

",60034,60034-push-up-bars.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600346,16.99,,0.63,taxable,York Fitness,14961600346
York Weight Training Gloves - S,york-weight-training-gloves-s,These weight training gloves are easy fit Neoprene gloves with secure velcro closure. Heavy duty construction with reinforced palms. Machine washable.,60036,60036-9-gloves.jpg | 60036-9-weight-training-gloves-pack.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600360,8.99,,0.08,taxable,York Fitness,14961600360
York Leather Gloves - S,york-leather-gloves-s,"Made from top quality leather, these gloves feature extra padded palms and elasticated wrists with velcro closure.",60044,60044-47-leather-gloves-new.jpg | 60044-7-leather-gloves-pack-new.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600445,10,,0.1,taxable,York Fitness,14961600445
York Leather Gloves - M,york-leather-gloves-m,"Made from top quality leather, these gloves feature extra padded palms and elasticated wrists with velcro closure.",60045,60045-leather-gloves-m-pack.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600452,10,,0.1,taxable,York Fitness,14961600452
York Leather Belt - S,york-leather-belt-s,"Made from top quality leather, this belt provides extra padded back support",60053,60053-5-leather-belt.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600537,14.99,,1,taxable,York Fitness,14961600537
York Dipping Belt With Chain,york-dipping-belt-with-chain,"Great for upping the load when dipping or chinning, this product is made from sturdy leather and chain.",60056,60056-dipping-belt-with-chain.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600568,19.99,,0.88,taxable,York Fitness,14961600568
York Free Standing Body Shape Punchman,york-free-standing-body-shape-punchman,"The York free standing body shape punchman offers three height adjustable settings, namely 6', 5'6"" and 5'1"". The punchman set includes high density foam torso target area and a base that can be filled either with water or with sand for improved stability – empty punchman weighs 20kg (44lbs). Designed for home-use training, the punchman is ideal for improving the user’s aerobic and anaerobic fitness. To increase the sparring experience the device offers excellent rebound effect. EVA Foam bonded body shape
3 height adjustable settings: 6', 5'6"", 5'1"" (1.83m, 1.68m, 1.55m)
Water or sand filled base
Rebound effect
Ideal for home-use training
Empty Product Weight: 20kg (44lbs)
Water Filled product Weight (104litres): 110kg (242lbs)",60087,60087-07.jpg | 60087-14.jpg | 60087-freestanding-punchman.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961600872,299.99,,20,taxable,York Fitness,14961600872
